2023-03-25 15:59:59,577 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:1
2023-03-25 15:59:59,585 [DEBUG|FireBrigade/210552869|SampleSearch] Time:1
2023-03-25 15:59:59,587 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 15:59:59,587 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 15:59:59,588 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 15:59:59,588 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:00,881 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:2
2023-03-25 16:00:00,881 [DEBUG|FireBrigade/210552869|SampleSearch] Time:2
2023-03-25 16:00:00,884 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:00,886 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:00,886 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:00,886 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:02,053 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:3
2023-03-25 16:00:02,056 [DEBUG|FireBrigade/210552869|SampleSearch] Time:3
2023-03-25 16:00:02,057 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:02,057 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:02,058 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:02,058 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:03,310 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:4
2023-03-25 16:00:03,311 [DEBUG|FireBrigade/210552869|SampleSearch] Time:4
2023-03-25 16:00:03,311 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:03,311 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:03,311 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:03,312 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:04,453 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:5
2023-03-25 16:00:04,454 [DEBUG|FireBrigade/210552869|SampleSearch] Time:5
2023-03-25 16:00:04,454 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:04,454 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:04,454 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:04,455 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:05,545 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:6
2023-03-25 16:00:05,546 [DEBUG|FireBrigade/210552869|SampleSearch] Time:6
2023-03-25 16:00:05,546 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:05,546 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:05,547 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:05,547 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:06,622 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:7
2023-03-25 16:00:06,623 [DEBUG|FireBrigade/210552869|SampleSearch] Time:7
2023-03-25 16:00:06,623 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:06,623 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:06,623 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:06,623 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:07,695 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:8
2023-03-25 16:00:07,696 [DEBUG|FireBrigade/210552869|SampleSearch] Time:8
2023-03-25 16:00:07,696 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:07,696 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:07,696 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:07,696 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:08,774 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:9
2023-03-25 16:00:08,775 [DEBUG|FireBrigade/210552869|SampleSearch] Time:9
2023-03-25 16:00:08,775 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:08,775 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:08,775 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:08,775 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:09,849 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:10
2023-03-25 16:00:09,849 [DEBUG|FireBrigade/210552869|SampleSearch] Time:10
2023-03-25 16:00:09,851 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:09,852 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:09,852 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:09,852 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:10,931 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:11
2023-03-25 16:00:10,932 [DEBUG|FireBrigade/210552869|SampleSearch] Time:11
2023-03-25 16:00:10,932 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
2023-03-25 16:00:10,933 [DEBUG|FireBrigade/210552869|SampleSearch] unsearchedBuildingIDs: [960, 905, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 949, 247, 248, 953, 249, 250, 251, 253, 958, 959]
2023-03-25 16:00:10,933 [DEBUG|FireBrigade/210552869|SampleSearch] best path is: [976, 929, 958]
2023-03-25 16:00:10,933 [DEBUG|FireBrigade/210552869|SampleSearch] chose: 976
2023-03-25 16:00:12,067 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Time:12
2023-03-25 16:00:12,068 [DEBUG|FireBrigade/210552869|SampleSearch] Time:12
2023-03-25 16:00:12,068 [DEBUG|FireBrigade/210552869|SampleHumanDetector] Targets:[]
